duration_sec,bike_id,user_type,member_gender,age,distance_km,start_day_of_week,end_day_of_week,start_hour,start_time_of_day,duration_minute
1189,4335,Subscriber,Male,54.0,5.17,Friday,Friday,22,night,19.816666666666666
1407,5383,Subscriber,Male,26.0,6.27,Friday,Friday,20,night,23.45
1486,4824,Subscriber,Male,41.0,5.31,Friday,Friday,20,night,24.766666666666666
1771,5199,Subscriber,Female,36.0,7.02,Friday,Friday,19,night,29.516666666666666
1618,6262,Subscriber,Male,34.0,6.88,Friday,Friday,19,night,26.966666666666665
2408,4512,Subscriber,Male,43.0,9.0,Friday,Friday,19,night,40.13333333333333
1338,6268,Subscriber,Male,35.0,5.63,Friday,Friday,19,night,22.3
1679,1742,Subscriber,Male,37.0,6.69,Friday,Friday,19,night,27.983333333333334
1385,6146,Subscriber,Male,41.0,5.17,Friday,Friday,18,night,23.083333333333332
1126,5510,Subscriber,Male,35.0,5.42,Friday,Friday,18,night,18.766666666666666
1492,4992,Subscriber,Male,34.0,6.31,Friday,Friday,18,night,24.866666666666667
1297,3059,Subscriber,Male,28.0,5.63,Friday,Friday,18,night,21.616666666666667
1243,5087,Subscriber,Male,29.0,5.71,Friday,Friday,18,night,20.716666666666665
1606,4775,Subscriber,Female,50.0,5.31,Friday,Friday,17,afternoon,26.766666666666666
2138,3516,Subscriber,Male,50.0,6.71,Friday,Friday,17,afternoon,35.63333333333333
1640,5213,Customer,Male,32.0,5.08,Friday,Friday,17,afternoon,27.333333333333332
1546,2962,Subscriber,Male,36.0,6.62,Friday,Friday,17,afternoon,25.766666666666666
2094,3219,Subscriber,Male,30.0,6.69,Friday,Friday,17,afternoon,34.9
2106,3331,Subscriber,Other,32.0,6.78,Friday,Friday,17,afternoon,35.1
1947,4815,Subscriber,Female,33.0,6.4,Friday,Friday,17,afternoon,32.45
1358,543,Subscriber,Male,42.0,6.51,Friday,Friday,17,afternoon,22.633333333333333
1451,4947,Subscriber,Male,30.0,5.38,Friday,Friday,17,afternoon,24.183333333333334
1971,6213,Subscriber,Male,62.0,6.51,Friday,Friday,16,afternoon,32.85
2163,4807,Subscriber,Female,30.0,5.17,Friday,Friday,16,afternoon,36.05
1665,6587,Subscriber,Male,39.0,5.6,Friday,Friday,16,afternoon,27.75
1331,4605,Subscriber,Male,35.0,6.69,Friday,Friday,16,afternoon,22.183333333333334
1702,6363,Subscriber,Male,33.0,5.36,Friday,Friday,16,afternoon,28.366666666666667
1466,6251,Subscriber,Male,43.0,5.34,Friday,Friday,15,afternoon,24.433333333333334
2035,4563,Subscriber,Male,43.0,7.75,Friday,Friday,15,afternoon,33.916666666666664
1994,5279,Subscriber,Male,44.0,6.48,Friday,Friday,15,afternoon,33.233333333333334
1690,4422,Subscriber,Male,31.0,5.26,Friday,Friday,15,afternoon,28.166666666666668
3365,6516,Customer,Male,29.0,5.31,Friday,Friday,14,afternoon,56.083333333333336
1553,5112,Subscriber,Male,31.0,5.4,Friday,Friday,12,afternoon,25.883333333333333
1586,4848,Subscriber,Male,30.0,6.2,Friday,Friday,12,afternoon,26.433333333333334
1916,4715,Subscriber,Male,29.0,6.93,Friday,Friday,10,morning,31.933333333333334
1283,4969,Subscriber,Male,38.0,5.36,Friday,Friday,10,morning,21.383333333333333
2063,1596,Subscriber,Male,38.0,5.14,Friday,Friday,10,morning,34.38333333333333
1417,6383,Subscriber,Male,42.0,5.48,Friday,Friday,10,morning,23.616666666666667
1453,6246,Subscriber,Male,39.0,5.92,Friday,Friday,10,morning,24.216666666666665
1523,5426,Subscriber,Male,52.0,5.61,Friday,Friday,9,morning,25.383333333333333
2245,4714,Subscriber,Male,34.0,5.3,Friday,Friday,9,morning,37.416666666666664
2168,4949,Subscriber,Male,43.0,5.62,Friday,Friday,9,morning,36.13333333333333
1359,6122,Subscriber,Male,34.0,5.34,Friday,Friday,9,morning,22.65
1537,5059,Subscriber,Male,50.0,6.22,Friday,Friday,9,morning,25.616666666666667
1138,6259,Customer,Other,39.0,5.23,Friday,Friday,9,morning,18.966666666666665
1199,6129,Customer,Male,62.0,5.23,Friday,Friday,9,morning,19.983333333333334
1052,1158,Subscriber,Male,37.0,5.12,Friday,Friday,9,morning,17.533333333333335
1283,6213,Subscriber,Male,43.0,5.14,Friday,Friday,8,morning,21.383333333333333
1417,6478,Subscriber,Male,39.0,5.54,Friday,Friday,8,morning,23.616666666666667
1692,6223,Customer,Female,44.0,5.77,Friday,Friday,8,morning,28.2
2001,6552,Subscriber,Male,75.0,5.52,Friday,Friday,8,morning,33.35
1347,5531,Subscriber,Male,42.0,5.08,Friday,Friday,8,morning,22.45
1531,5197,Subscriber,Male,36.0,6.62,Friday,Friday,8,morning,25.516666666666666
1516,6457,Subscriber,Male,30.0,6.55,Friday,Friday,7,morning,25.266666666666666
1521,6278,Subscriber,Male,50.0,6.71,Friday,Friday,7,morning,25.35
1477,5919,Subscriber,Other,29.0,6.64,Friday,Friday,7,morning,24.616666666666667
1326,6464,Subscriber,Female,35.0,5.59,Friday,Friday,7,morning,22.1
1987,6466,Customer,Male,62.0,6.35,Friday,Friday,7,morning,33.11666666666667
1111,5182,Subscriber,Male,30.0,5.23,Friday,Friday,7,morning,18.516666666666666
1580,2706,Subscriber,Male,39.0,5.14,Friday,Friday,7,morning,26.333333333333332
1097,6355,Subscriber,Male,30.0,5.09,Friday,Friday,7,morning,18.283333333333335
1099,2422,Subscriber,Male,31.0,5.29,Friday,Friday,5,morning,18.316666666666666
2816,4577,Subscriber,Female,30.0,6.25,Friday,Friday,3,morning,46.93333333333333
1319,3126,Subscriber,Other,31.0,5.2,Friday,Friday,0,morning,21.983333333333334
1638,2213,Subscriber,Male,35.0,6.85,Thursday,Thursday,20,night,27.3
1049,4822,Customer,Male,30.0,5.37,Thursday,Thursday,20,night,17.483333333333334
1203,4519,Subscriber,Male,30.0,6.41,Thursday,Thursday,19,night,20.05
1398,6552,Subscriber,Male,34.0,5.3,Thursday,Thursday,18,night,23.3
1517,6221,Subscriber,Male,52.0,5.18,Thursday,Thursday,17,afternoon,25.283333333333335
1704,4724,Customer,Male,36.0,7.65,Thursday,Thursday,17,afternoon,28.4
2448,5272,Subscriber,Male,44.0,5.69,Thursday,Thursday,17,afternoon,40.8
1223,4868,Subscriber,Male,42.0,6.51,Thursday,Thursday,17,afternoon,20.383333333333333
1438,3427,Customer,Female,36.0,6.22,Thursday,Thursday,17,afternoon,23.966666666666665
1506,4358,Customer,Male,62.0,5.23,Thursday,Thursday,17,afternoon,25.1
1492,4879,Subscriber,Female,50.0,5.31,Thursday,Thursday,17,afternoon,24.866666666666667
1554,4483,Subscriber,Male,36.0,5.13,Thursday,Thursday,17,afternoon,25.9
2099,4775,Subscriber,Male,52.0,7.17,Thursday,Thursday,17,afternoon,34.983333333333334
1489,6129,Subscriber,Male,40.0,5.1,Thursday,Thursday,17,afternoon,24.816666666666666
2259,2949,Subscriber,Other,29.0,6.58,Thursday,Thursday,17,afternoon,37.65
2145,339,Subscriber,Male,50.0,6.71,Thursday,Thursday,17,afternoon,35.75
2534,2607,Customer,Male,38.0,5.84,Thursday,Thursday,17,afternoon,42.233333333333334
2474,3067,Customer,Female,34.0,5.84,Thursday,Thursday,17,afternoon,41.233333333333334
2021,1158,Subscriber,Female,41.0,6.36,Thursday,Thursday,17,afternoon,33.68333333333333
1471,6356,Subscriber,Male,37.0,5.6,Thursday,Thursday,17,afternoon,24.516666666666666
1366,3471,Subscriber,Male,39.0,5.37,Thursday,Thursday,17,afternoon,22.766666666666666
1445,5368,Customer,Other,36.0,6.22,Thursday,Thursday,17,afternoon,24.083333333333332
1355,5188,Subscriber,Male,26.0,5.65,Thursday,Thursday,17,afternoon,22.583333333333332
2061,5298,Customer,Male,45.0,5.48,Thursday,Thursday,17,afternoon,34.35
1837,6457,Subscriber,Male,30.0,6.55,Thursday,Thursday,16,afternoon,30.616666666666667
1473,5163,Subscriber,Female,54.0,5.12,Thursday,Thursday,17,afternoon,24.55
1778,6213,Customer,Female,41.0,5.34,Thursday,Thursday,16,afternoon,29.633333333333333
1553,6427,Subscriber,Female,36.0,5.31,Thursday,Thursday,17,afternoon,25.883333333333333
1438,4858,Subscriber,Male,41.0,7.65,Thursday,Thursday,16,afternoon,23.966666666666665
1401,4643,Subscriber,Female,34.0,5.61,Thursday,Thursday,16,afternoon,23.35
1732,5039,Subscriber,Male,38.0,5.87,Thursday,Thursday,16,afternoon,28.866666666666667
1485,4510,Subscriber,Female,27.0,5.5,Thursday,Thursday,16,afternoon,24.75
1573,5037,Subscriber,Male,47.0,5.41,Thursday,Thursday,16,afternoon,26.216666666666665
1401,6153,Subscriber,Male,43.0,5.41,Thursday,Thursday,16,afternoon,23.35
1596,4608,Subscriber,Male,35.0,5.63,Thursday,Thursday,16,afternoon,26.6
1877,6436,Subscriber,Female,41.0,5.76,Thursday,Thursday,14,afternoon,31.283333333333335
1474,5088,Subscriber,Male,52.0,7.29,Thursday,Thursday,14,afternoon,24.566666666666666
1480,4816,Subscriber,Male,55.0,6.15,Thursday,Thursday,10,morning,24.666666666666668
1721,5461,Subscriber,Male,39.0,6.4,Thursday,Thursday,10,morning,28.683333333333334
1515,4626,Subscriber,Male,30.0,6.32,Thursday,Thursday,9,morning,25.25
1395,4478,Subscriber,Female,54.0,5.81,Thursday,Thursday,9,morning,23.25
1600,425,Subscriber,Female,35.0,5.59,Thursday,Thursday,8,morning,26.666666666666668
1767,5039,Subscriber,Male,35.0,6.32,Thursday,Thursday,8,morning,29.45
1298,6577,Subscriber,Male,43.0,5.16,Thursday,Thursday,8,morning,21.633333333333333
1299,4382,Subscriber,Male,34.0,5.34,Thursday,Thursday,8,morning,21.65
1861,4861,Subscriber,Male,50.0,6.71,Thursday,Thursday,8,morning,31.016666666666666
1804,3089,Subscriber,Male,36.0,8.38,Thursday,Thursday,8,morning,30.066666666666666
1614,6450,Subscriber,Female,32.0,6.01,Thursday,Thursday,8,morning,26.9
1690,611,Subscriber,Male,39.0,5.14,Thursday,Thursday,8,morning,28.166666666666668
1154,5179,Subscriber,Male,31.0,5.29,Thursday,Thursday,8,morning,19.233333333333334
1283,4913,Subscriber,Female,33.0,5.14,Thursday,Thursday,7,morning,21.383333333333333
1326,5020,Subscriber,Female,41.0,6.03,Thursday,Thursday,7,morning,22.1
1937,5369,Subscriber,Male,32.0,5.99,Thursday,Thursday,7,morning,32.28333333333333
1739,5456,Subscriber,Male,34.0,7.42,Thursday,Thursday,7,morning,28.983333333333334
1482,5164,Subscriber,Male,29.0,5.52,Thursday,Thursday,6,morning,24.7
1844,4742,Subscriber,Male,50.0,7.21,Thursday,Thursday,4,morning,30.733333333333334
2160,2055,Subscriber,Male,30.0,7.78,Wednesday,Wednesday,21,night,36.0
983,6392,Subscriber,Male,42.0,6.32,Wednesday,Wednesday,20,night,16.383333333333333
1509,4664,Subscriber,Female,28.0,5.91,Wednesday,Wednesday,20,night,25.15
1391,4326,Subscriber,Male,38.0,6.21,Wednesday,Wednesday,19,night,23.183333333333334
1158,4748,Subscriber,Male,33.0,6.22,Wednesday,Wednesday,19,night,19.3
1336,6165,Subscriber,Male,30.0,5.07,Wednesday,Wednesday,18,night,22.266666666666666
1832,5022,Subscriber,Female,35.0,5.94,Wednesday,Wednesday,16,afternoon,30.533333333333335
1566,4574,Subscriber,Male,33.0,6.91,Wednesday,Wednesday,16,afternoon,26.1
1569,4855,Subscriber,Male,41.0,6.8,Wednesday,Wednesday,16,afternoon,26.15
1261,4703,Subscriber,Male,62.0,6.43,Wednesday,Wednesday,16,afternoon,21.016666666666666
1485,4767,Subscriber,Male,43.0,5.34,Wednesday,Wednesday,16,afternoon,24.75
1996,5197,Subscriber,Male,43.0,6.94,Wednesday,Wednesday,14,afternoon,33.266666666666666
1458,4719,Subscriber,Male,38.0,5.09,Wednesday,Wednesday,9,morning,24.3
1316,6470,Subscriber,Male,35.0,5.67,Wednesday,Wednesday,9,morning,21.933333333333334
1220,4748,Subscriber,Male,33.0,6.08,Wednesday,Wednesday,9,morning,20.333333333333332
1662,450,Subscriber,Male,36.0,8.38,Wednesday,Wednesday,8,morning,27.7
1478,4870,Subscriber,Male,38.0,6.0,Wednesday,Wednesday,7,morning,24.633333333333333
1249,4852,Subscriber,Male,30.0,5.09,Wednesday,Wednesday,7,morning,20.816666666666666
1884,5213,Subscriber,Male,50.0,7.21,Wednesday,Wednesday,4,morning,31.4
2161,4898,Subscriber,Female,30.0,5.65,Tuesday,Wednesday,23,night,36.016666666666666
982,4787,Subscriber,Male,34.0,5.91,Tuesday,Wednesday,23,night,16.366666666666667
1783,6564,Subscriber,Male,50.0,6.0,Tuesday,Tuesday,22,night,29.716666666666665
1543,6564,Subscriber,Male,50.0,6.0,Tuesday,Tuesday,21,night,25.716666666666665
1259,5120,Subscriber,Male,54.0,5.31,Tuesday,Tuesday,20,night,20.983333333333334
1081,4886,Subscriber,Other,42.0,5.37,Tuesday,Tuesday,20,night,18.016666666666666
1011,6209,Customer,Male,30.0,5.37,Tuesday,Tuesday,19,night,16.85
1550,5451,Subscriber,Male,31.0,5.27,Tuesday,Tuesday,18,night,25.833333333333332
1227,6225,Customer,Male,57.0,5.15,Tuesday,Tuesday,18,night,20.45
2583,2847,Subscriber,Female,36.0,6.43,Tuesday,Tuesday,17,afternoon,43.05
1613,3122,Subscriber,Female,41.0,6.91,Tuesday,Tuesday,17,afternoon,26.883333333333333
1375,4494,Subscriber,Female,50.0,5.31,Tuesday,Tuesday,17,afternoon,22.916666666666668
1125,4518,Subscriber,Male,35.0,5.14,Tuesday,Tuesday,17,afternoon,18.75
1367,5149,Subscriber,Male,32.0,5.32,Tuesday,Tuesday,17,afternoon,22.783333333333335
1339,5197,Subscriber,Male,34.0,5.11,Tuesday,Tuesday,17,afternoon,22.316666666666666
2113,5119,Subscriber,Female,58.0,7.45,Tuesday,Tuesday,17,afternoon,35.21666666666667
1598,6188,Subscriber,Female,36.0,5.31,Tuesday,Tuesday,17,afternoon,26.633333333333333
1738,5345,Subscriber,Female,35.0,5.37,Tuesday,Tuesday,17,afternoon,28.966666666666665
1961,2745,Subscriber,Male,50.0,6.71,Tuesday,Tuesday,17,afternoon,32.68333333333333
1552,5164,Subscriber,Male,30.0,6.2,Tuesday,Tuesday,17,afternoon,25.866666666666667
1633,4549,Subscriber,Male,30.0,6.41,Tuesday,Tuesday,16,afternoon,27.216666666666665
1525,5074,Subscriber,Male,57.0,7.73,Tuesday,Tuesday,16,afternoon,25.416666666666668
1686,6585,Subscriber,Male,30.0,6.32,Tuesday,Tuesday,16,afternoon,28.1
2526,4516,Subscriber,Female,27.0,6.03,Tuesday,Tuesday,16,afternoon,42.1
2065,4858,Subscriber,Other,32.0,6.78,Tuesday,Tuesday,16,afternoon,34.416666666666664
1895,5450,Subscriber,Male,37.0,6.92,Tuesday,Tuesday,16,afternoon,31.583333333333332
1294,6222,Subscriber,Male,43.0,5.16,Tuesday,Tuesday,16,afternoon,21.566666666666666
1463,4537,Subscriber,Male,35.0,6.69,Tuesday,Tuesday,15,afternoon,24.383333333333333
1469,5430,Subscriber,Female,52.0,6.96,Tuesday,Tuesday,15,afternoon,24.483333333333334
2092,4377,Subscriber,Other,58.0,5.14,Tuesday,Tuesday,15,afternoon,34.86666666666667
1449,4907,Customer,Male,51.0,6.83,Tuesday,Tuesday,14,afternoon,24.15
1256,4539,Subscriber,Male,30.0,6.41,Tuesday,Tuesday,14,afternoon,20.933333333333334
1568,4672,Subscriber,Male,25.0,5.59,Tuesday,Tuesday,13,afternoon,26.133333333333333
1576,4497,Subscriber,Male,55.0,7.51,Tuesday,Tuesday,13,afternoon,26.266666666666666
1452,4947,Subscriber,Male,38.0,6.24,Tuesday,Tuesday,12,afternoon,24.2
1354,4528,Subscriber,Female,50.0,5.31,Tuesday,Tuesday,12,afternoon,22.566666666666666
2546,4477,Subscriber,Female,27.0,7.9,Tuesday,Tuesday,11,morning,42.43333333333333
1233,4540,Subscriber,Male,32.0,5.68,Tuesday,Tuesday,11,morning,20.55
1507,4953,Subscriber,Male,55.0,5.98,Tuesday,Tuesday,11,morning,25.116666666666667
1644,5468,Subscriber,Male,52.0,5.14,Tuesday,Tuesday,9,morning,27.4
1836,2721,Subscriber,Female,38.0,5.41,Tuesday,Tuesday,9,morning,30.6
1560,4597,Subscriber,Male,48.0,5.16,Tuesday,Tuesday,9,morning,26.0
1275,5405,Subscriber,Male,54.0,5.31,Tuesday,Tuesday,9,morning,21.25
1638,5249,Subscriber,Male,31.0,5.4,Tuesday,Tuesday,9,morning,27.3
1085,4442,Subscriber,Male,40.0,5.1,Tuesday,Tuesday,9,morning,18.083333333333332
1729,1838,Subscriber,Male,41.0,5.07,Tuesday,Tuesday,9,morning,28.816666666666666
1885,623,Subscriber,Female,36.0,6.02,Tuesday,Tuesday,8,morning,31.416666666666668
1646,5146,Subscriber,Male,42.0,7.36,Tuesday,Tuesday,8,morning,27.433333333333334
1512,6229,Subscriber,Female,59.0,5.42,Tuesday,Tuesday,8,morning,25.2
1468,479,Subscriber,Male,30.0,6.2,Tuesday,Tuesday,8,morning,24.466666666666665
1518,2539,Subscriber,Male,51.0,5.57,Tuesday,Tuesday,8,morning,25.3
1503,5368,Customer,Male,48.0,5.56,Tuesday,Tuesday,8,morning,25.05
1360,4646,Subscriber,Male,31.0,6.41,Tuesday,Tuesday,8,morning,22.666666666666668
1262,4654,Subscriber,Male,43.0,5.14,Tuesday,Tuesday,8,morning,21.033333333333335
1192,799,Subscriber,Male,32.0,5.08,Tuesday,Tuesday,8,morning,19.866666666666667
1635,4710,Subscriber,Male,34.0,6.71,Tuesday,Tuesday,8,morning,27.25
1759,1426,Customer,Male,58.0,7.3,Tuesday,Tuesday,8,morning,29.316666666666666
1243,5245,Customer,Male,30.0,5.1,Tuesday,Tuesday,8,morning,20.716666666666665
1624,4559,Subscriber,Male,36.0,8.38,Tuesday,Tuesday,8,morning,27.066666666666666
2152,990,Subscriber,Other,29.0,6.64,Tuesday,Tuesday,7,morning,35.86666666666667
1387,5273,Subscriber,Female,28.0,5.37,Tuesday,Tuesday,8,morning,23.116666666666667
903,4958,Subscriber,Female,26.0,5.37,Tuesday,Tuesday,8,morning,15.05
1555,5480,Customer,Female,38.0,5.91,Tuesday,Tuesday,8,morning,25.916666666666668
1467,4949,Subscriber,Female,44.0,5.14,Tuesday,Tuesday,8,morning,24.45
1338,5209,Customer,Male,40.0,6.13,Tuesday,Tuesday,8,morning,22.3
1566,5494,Subscriber,Male,30.0,6.55,Tuesday,Tuesday,7,morning,26.1
1273,3645,Subscriber,Male,29.0,5.07,Tuesday,Tuesday,8,morning,21.216666666666665
1620,5499,Subscriber,Male,50.0,6.71,Tuesday,Tuesday,7,morning,27.0
1184,4653,Subscriber,Female,39.0,5.32,Tuesday,Tuesday,7,morning,19.733333333333334
1202,3040,Subscriber,Male,38.0,5.09,Tuesday,Tuesday,7,morning,20.033333333333335
1275,5279,Subscriber,Male,30.0,5.5,Tuesday,Tuesday,7,morning,21.25
1705,2127,Subscriber,Female,28.0,6.29,Tuesday,Tuesday,7,morning,28.416666666666668
1202,3563,Subscriber,Male,51.0,5.55,Tuesday,Tuesday,6,morning,20.033333333333335
1040,4623,Subscriber,Male,57.0,5.38,Tuesday,Tuesday,5,morning,17.333333333333332
1374,4974,Subscriber,Male,50.0,6.17,Tuesday,Tuesday,0,morning,22.9
1164,4947,Subscriber,Male,36.0,6.21,Monday,Monday,22,night,19.4
1805,5102,Subscriber,Other,42.0,7.73,Monday,Monday,21,night,30.083333333333332
1720,5140,Subscriber,Male,24.0,5.12,Monday,Monday,21,night,28.666666666666668
2022,2917,Subscriber,Female,60.0,6.0,Monday,Monday,21,night,33.7
1602,5561,Subscriber,Male,50.0,6.73,Monday,Monday,20,night,26.7
877,4879,Subscriber,Male,48.0,5.06,Monday,Monday,20,night,14.616666666666667
1856,2127,Subscriber,Male,38.0,5.09,Monday,Monday,19,night,30.933333333333334
1210,5216,Subscriber,Male,29.0,5.07,Monday,Monday,19,night,20.166666666666668
1307,4478,Subscriber,Male,29.0,6.77,Monday,Monday,19,night,21.783333333333335
1124,4581,Subscriber,Female,33.0,5.14,Monday,Monday,19,night,18.733333333333334
1439,5506,Subscriber,Male,50.0,6.17,Monday,Monday,18,night,23.983333333333334
1568,5549,Subscriber,Male,52.0,5.53,Monday,Monday,18,night,26.133333333333333
1777,4623,Subscriber,Male,50.0,7.02,Monday,Monday,18,night,29.616666666666667
1212,5398,Customer,Male,30.0,5.1,Monday,Monday,18,night,20.2
1708,5247,Subscriber,Male,41.0,5.84,Monday,Monday,18,night,28.466666666666665
1378,4853,Subscriber,Male,34.0,5.99,Monday,Monday,18,night,22.966666666666665
1551,5476,Customer,Male,46.0,5.14,Monday,Monday,18,night,25.85
1568,1216,Subscriber,Female,41.0,6.91,Monday,Monday,17,afternoon,26.133333333333333
1302,4518,Subscriber,Female,50.0,5.31,Monday,Monday,18,night,21.7
2070,110,Subscriber,Male,39.0,5.6,Monday,Monday,17,afternoon,34.5
1954,400,Subscriber,Male,51.0,5.15,Monday,Monday,17,afternoon,32.56666666666667
1894,3230,Subscriber,Male,50.0,6.71,Monday,Monday,17,afternoon,31.566666666666666
1779,1643,Subscriber,Male,36.0,8.38,Monday,Monday,17,afternoon,29.65
2223,3627,Subscriber,Female,36.0,6.21,Monday,Monday,17,afternoon,37.05
1358,5213,Subscriber,Male,30.0,5.18,Monday,Monday,17,afternoon,22.633333333333333
2083,4575,Subscriber,Female,35.0,5.37,Monday,Monday,16,afternoon,34.71666666666667
2869,4781,Customer,Male,32.0,6.01,Monday,Monday,16,afternoon,47.81666666666667
1364,4619,Subscriber,Male,30.0,5.97,Monday,Monday,17,afternoon,22.733333333333334
1511,5557,Subscriber,Male,36.0,6.21,Monday,Monday,17,afternoon,25.183333333333334
1489,5023,Subscriber,Male,29.0,5.51,Monday,Monday,16,afternoon,24.816666666666666
2353,574,Subscriber,Female,34.0,6.7,Monday,Monday,15,afternoon,39.21666666666667
3496,4537,Subscriber,Male,50.0,5.91,Monday,Monday,15,afternoon,58.266666666666666
1185,5102,Subscriber,Male,37.0,5.22,Monday,Monday,15,afternoon,19.75
1551,5456,Subscriber,Other,32.0,6.78,Monday,Monday,15,afternoon,25.85
3147,4784,Subscriber,Male,34.0,7.73,Monday,Monday,14,afternoon,52.45
2066,4733,Subscriber,Other,58.0,5.14,Monday,Monday,15,afternoon,34.43333333333333
1347,5180,Subscriber,Male,37.0,5.22,Monday,Monday,15,afternoon,22.45
1792,855,Subscriber,Male,34.0,12.4,Monday,Monday,14,afternoon,29.866666666666667
1513,2515,Subscriber,Male,48.0,5.18,Monday,Monday,13,afternoon,25.216666666666665
1474,5219,Subscriber,Male,29.0,5.63,Monday,Monday,12,afternoon,24.566666666666666
2123,5398,Subscriber,Female,43.0,5.41,Monday,Monday,11,morning,35.38333333333333
1144,5183,Subscriber,Male,48.0,5.28,Monday,Monday,12,afternoon,19.066666666666666
1097,4605,Subscriber,Male,33.0,5.31,Monday,Monday,11,morning,18.283333333333335
1412,4711,Subscriber,Male,39.0,5.72,Monday,Monday,10,morning,23.533333333333335
1850,3315,Subscriber,Other,32.0,6.41,Monday,Monday,10,morning,30.833333333333332
2113,2458,Subscriber,Male,31.0,7.26,Monday,Monday,10,morning,35.21666666666667
1594,1964,Subscriber,Male,52.0,5.61,Monday,Monday,10,morning,26.566666666666666
2161,3066,Subscriber,Male,38.0,5.36,Monday,Monday,10,morning,36.016666666666666
1372,3298,Subscriber,Male,38.0,6.18,Monday,Monday,9,morning,22.866666666666667
1403,2260,Subscriber,Male,54.0,5.31,Monday,Monday,9,morning,23.383333333333333
1951,5117,Customer,Male,49.0,7.41,Monday,Monday,9,morning,32.516666666666666
1457,5426,Subscriber,Male,36.0,5.09,Monday,Monday,9,morning,24.283333333333335
1545,5414,Subscriber,Female,34.0,7.12,Monday,Monday,9,morning,25.75
1605,3385,Subscriber,Female,38.0,5.25,Monday,Monday,8,morning,26.75
2033,2279,Subscriber,Male,50.0,6.71,Monday,Monday,8,morning,33.88333333333333
1641,4659,Subscriber,Male,50.0,6.22,Monday,Monday,8,morning,27.35
1504,1048,Subscriber,Male,29.0,5.62,Monday,Monday,8,morning,25.066666666666666
1543,5212,Customer,Other,39.0,6.45,Monday,Monday,8,morning,25.716666666666665
1451,610,Subscriber,Male,42.0,5.77,Monday,Monday,8,morning,24.183333333333334
1622,4646,Subscriber,Male,34.0,6.71,Monday,Monday,8,morning,27.033333333333335
1458,5566,Subscriber,Male,36.0,5.61,Monday,Monday,8,morning,24.3
1530,5318,Subscriber,Female,28.0,5.37,Monday,Monday,8,morning,25.5
2118,335,Subscriber,Female,28.0,5.63,Monday,Monday,8,morning,35.3
1456,5021,Subscriber,Male,34.0,5.34,Monday,Monday,8,morning,24.266666666666666
1668,5573,Subscriber,Male,30.0,6.2,Monday,Monday,8,morning,27.8
1654,5533,Subscriber,Female,40.0,5.25,Monday,Monday,8,morning,27.566666666666666
1779,686,Subscriber,Male,36.0,8.38,Monday,Monday,8,morning,29.65
1760,456,Customer,Male,40.0,6.13,Monday,Monday,7,morning,29.333333333333332
1438,638,Subscriber,Female,55.0,6.05,Monday,Monday,7,morning,23.966666666666665
1481,4442,Subscriber,Male,39.0,5.54,Monday,Monday,7,morning,24.683333333333334
1714,4594,Customer,Male,42.0,6.12,Monday,Monday,7,morning,28.566666666666666
1310,5382,Subscriber,Male,51.0,5.4,Monday,Monday,7,morning,21.833333333333332
1704,4582,Subscriber,Male,50.0,7.02,Monday,Monday,6,morning,28.4
1030,4755,Subscriber,Male,30.0,5.46,Monday,Monday,6,morning,17.166666666666668
1081,828,Subscriber,Male,31.0,5.29,Monday,Monday,6,morning,18.016666666666666
1372,4671,Subscriber,Female,35.0,6.29,Monday,Monday,5,morning,22.866666666666667
1162,5539,Subscriber,Male,49.0,5.21,Monday,Monday,5,morning,19.366666666666667
1764,4750,Subscriber,Male,50.0,7.21,Monday,Monday,4,morning,29.4
1172,4358,Subscriber,Male,32.0,5.36,Sunday,Sunday,23,night,19.533333333333335
1641,4525,Subscriber,Male,45.0,5.84,Sunday,Sunday,21,night,27.35
1486,1385,Subscriber,Male,27.0,6.91,Sunday,Sunday,20,night,24.766666666666666
2301,5095,Subscriber,Male,35.0,8.29,Sunday,Sunday,20,night,38.35
1813,3256,Subscriber,Female,43.0,6.4,Sunday,Sunday,20,night,30.216666666666665
2310,4512,Subscriber,Female,25.0,6.59,Sunday,Sunday,19,night,38.5
2247,5199,Subscriber,Male,25.0,6.59,Sunday,Sunday,19,night,37.45
2237,4880,Subscriber,Male,25.0,6.59,Sunday,Sunday,19,night,37.28333333333333
1248,5065,Subscriber,Male,30.0,5.65,Sunday,Sunday,19,night,20.8
1593,5510,Subscriber,Male,31.0,5.35,Sunday,Sunday,18,night,26.55
2141,5388,Customer,Male,28.0,5.75,Sunday,Sunday,17,afternoon,35.68333333333333
2246,182,Subscriber,Female,32.0,5.16,Sunday,Sunday,17,afternoon,37.43333333333333
1224,5438,Subscriber,Male,24.0,5.12,Sunday,Sunday,17,afternoon,20.4
1635,5382,Subscriber,Male,31.0,5.27,Sunday,Sunday,17,afternoon,27.25
2034,4782,Subscriber,Male,26.0,7.52,Sunday,Sunday,16,afternoon,33.9
2096,5258,Subscriber,Male,25.0,7.52,Sunday,Sunday,16,afternoon,34.93333333333333
2098,4640,Subscriber,Female,24.0,7.52,Sunday,Sunday,16,afternoon,34.96666666666667
1779,4923,Subscriber,Male,48.0,6.01,Sunday,Sunday,16,afternoon,29.65
1599,4858,Subscriber,Male,75.0,5.27,Sunday,Sunday,15,afternoon,26.65
1759,4496,Subscriber,Female,69.0,5.27,Sunday,Sunday,15,afternoon,29.316666666666666
